Year,Group,Clutch,Date_hatched,Egg_no,Time_of_hatch,Initial_colour_ring,Second_Colour_ring,Dry_weight,Shell_weight,Pen,Hatch_weight,Date_moved_outside,Weight_movedout_g,Weight_perc_increase_per_day,Flight_pen_no,Date_rung,Age_rung_days,Weight_at_ring,BTO_ring,Flag,GPS,Satelite_tag,Sex,Date_moved_release_site,Age_moved_release_site,Weight_moved_release_site_day,Release_site,Release_date,Age_at_release,Extra_weight_day_release,Notes,Notes_early_hatch,Ringing_notes,Notes_moving,Vet_notes_move_releasesite,Outcome,Name,Base
2024,5,6,05/06/2024,6-1,Overnight,Pink 24,,,7.1,,58.5,,,,,05/07/2024,31,460,,PP,No,,Female,24/07/2024,49,480,Ken Hill 1,01/08/2024,57,,,,Need feathers taking,,Feathers taken 24/07/24. Still had down upon move to release site. Only gained 20g in 18 days.,,,
2024,6,6,05/06/2024,6-4,11:00:00,White 23,,,5.7,,59.2,,,,,05/07/2024,31,520,,PA,No,,Female,24/07/2024,49,740,Sandringham,01/08/2024,57,,,wings hanging?,Need to take feathers,,Feathers taken 24/07/24.,,,
2024,6,12,05/06/2024,12-4,16:15:00,Purple 27,,,7.1,,52.9,,,,,05/07/2024,31,390,,NU,No,,Male,24/07/2024,49,650,Sandringham,01/08/2024,57,,,,Need to take feathers,,Feathers taken 24/07/24.,,,
2024,6,12,05/06/2024,12-1,19:30:00,Black 24,,,6.9,,51.1,,,,,05/07/2024,31,490,,NY,Removed_before_release,,Female,24/07/2024,49,710,Sandringham,01/08/2024,57,,,,Need to take feathers,,Feathers taken 24/07/24. Bird GPS tagged but extremely unsettled and stressed. Removed.,,,
2024,6,9,06/06/2024,9-2,09:45:00,Green 30,,,6.5,,44.6,,,,,05/07/2024,30,340,,NV,No,,Female,24/07/2024,48,700,Sandringham,01/08/2024,56,,,,Need to take feathers,,Feathers taken 24/07/24.,,,
2024,6,12,06/06/2024,12-3,16:00:00,Orange 30,,,6,,50.7,,,,,05/07/2024,30,420,,NX,No,,Male,24/07/2024,48,660,Sandringham,01/08/2024,56,,,wryneck,Need to take feathers. Noticed the flag. Pecking,,Feathers taken 24/07/24.,,,
2024,6,12,06/06/2024,12-2,16:30:00,L. blue 26,,,6,,51.3,,,,,05/07/2024,30,460,,NT,Yes,234328,Female,24/07/2024,48,740,Sandringham,01/08/2024,56,,,,Need to take feathers,,Feathers taken 24/07/24.,,,
2024,7,9,06/06/2024,9-1,19:30:00,Green 29,,,5.9,,51.8,,,,,05/07/2024,30,390,,PH,No,,Male,24/07/2024,48,620,Ken Hill 1,01/08/2024,56,,,"small prolapse, caught around leg in hatcher. F10 cream.",Need to take feathers,,Feathers taken 24/07/24.,,,
2024,7,9,06/06/2024,9-4,20:00:00,Red 25,,,5.6,,52.1,,,,,05/07/2024,30,410,,PK,No,,Male,24/07/2024,48,580,Ken Hill 1,01/08/2024,56,,,Jumped out of tub in hatcher. Angry chick.,Need to take feathers,,Feathers taken 24/07/24. Stressed in hand. Open mouth breathing.,,,
2024,7,9,06/06/2024,9-3,23:00:00,Black 22,,,4.6,,47.7,,,,,,,560,,PX,No,,Female,24/07/2024,48,560,Sandringham,01/08/2024,56,,,,Need to take feathers. 300g. Crossbill. Not rung. Moved to flight pens but not flagged.,,Crossbill has corrected itself. Vet approved for release. Flagged 48 days. Feathers taken 24/07/24.,,,
2024,7,7,07/06/2024,7-1,14:30:00,White 22,,,5.4,,52.4,,,,,05/07/2024,29,400,,PE,No,,Female,24/07/2024,47,600,Sandringham,01/08/2024,55,,,,Need to take feathers,,Feathers taken 24/07/24.,,,
2024,7,13,07/06/2024,13-3,21:00:00,D. blue 23,,,5.8,,51.4,,,,,05/07/2024,29,420,,PJ,No,,Female,24/07/2024,47,630,Sandringham,01/08/2024,55,,,don’t know whose shell whose,Need to take feathers,,Feathers taken 24/07/24.,,,
2024,7,13,07/06/2024,13-2,Late Evening,L. blue 25,,,5.6,,51.2,,,,,05/07/2024,29,420,,PC,Yes,234329,Female,24/07/2024,47,650,Ken Hill 1,01/08/2024,55,,,don’t know whose shell whose,Need to take feathers,,Feathers taken 24/07/24.,,,
2024,8,20,22/06/2024,20-2,13:30:00,White29,,,6.1,,49.9,,,,,12/08/2024,51,580,,TU,Yes,,Male,28/08/2024,,610,Ken Hill 1,04/09/2024,74,,,,Feathers taken 12/08/24. Was a very thin bird(330g). Held back. Ivermectin given 29/07. Moved to flight pen.,,Feathers already taken,,,
2024,8,20,22/06/2024,20-3,14:00:00,Green28,,,6.3,,48.6,,,,,29/07/2024,37,460,,TC,Yes,,Female,14/08/2024,54,640,Sandringham,21/08/2024,60,,,,Need to take feathers. Wings were strapped at one point. Wings all good,,Feathers taken 14/08/24,,,
2024,8,20,23/06/2024,20-1,Overnight,n/a,,,6.6,,,,,,,,,,,,,,,,,,,,,,,"Very severe prolapse upon hatch. Assisted to tie off. Euthanised midday 27/06. Lethargic, not feeding or drinking. Extremely dehydrated.",,,,Euthanised,,
2024,8,16,24/06/2024,16-1,Overnight,Yellow29,,,5.3,,42.2,,,,,29/07/2024,35,440,,TJ,No,,Male,14/08/2024,52,530,Sandringham,21/08/2024,58,,,,Need to take feathers. Very thin legs.,,Feathers taken 14/08/24,,,
2024,8,16,24/06/2024,16-2,13:00:00,Orange23,,,7.2,,47.4,,,,,29/07/2024,35,520,,TH,No,,Female,14/08/2024,52,660,Sandringham,21/08/2024,58,,,Long beak,Need to take feathers. Wings all good,,Feathers taken 14/08/24,,,
2024,9,15,27/06/2024,15-4,11:00:00,Black25,,,5.5,,54.3,,,,,29/07/2024,32,540,,PY,Yes,,Female,14/08/2024,49,750,Sandringham,21/08/2024,55,,,,Need to take feathers. Wings all good,,Feathers taken 14/08/24.,,,
2024,9,15,27/06/2024,15-2,11:00:00,L.blue21,,,8.2,,61.4,,,,,29/07/2024,32,540,,TE,No,,,,,,,,,,Euthanased 21/08,Slightly prolapsed yolk sac. Neck slightly to the right. Not 100%,Need to take feathers. Had blistering. Feathers coming through. Missing some. Not stuck. Will moult out.,,Kept back due to blistering. Feathers moulted and not grown back. Needs feathers taking. Stayed in flight pens. 510g,Euthanised,,
2024,9,14,28/06/2024,14-2,09:00:00,Red28,,,4.9,,42.1,,,,,29/07/2024,31,420,,TA,No,,Male,14/08/2024,48,600,Sandringham,21/08/2024,54,,Euthanased 21/08,Assisted hatch (being slow),Need to take feathers. Wings all good,,Feathers taken 14/08/24.,,,
2024,9,14,29/06/2024,14-1,Overnight,Purple25,,,4.9,,44.5,,,,,29/07/2024,30,530,,TK,No,,Male,14/08/2024,47,550,Sandringham,21/08/2024,53,,,,Need to take feathers. Wings all good,,Feathers taken 14/08/24.,,,
2024,10,18,04/07/2024,18-1,Overnight,Green27,,,3.5,,39.1,,,,,12/08/2024,40,600,,TN,No,,Male,28/08/2024,,600,Ken Hill 1,04/09/2024,62,,,1st digit both feet slightly bent toes,Feathers taken 12/08/24,,Feathers already taken,,,
2024,10,18,04/07/2024,18-2,Overnight,D.Blue26,,,5,,42.1,,,,,12/08/2024,40,430,,TT,No,,Male,,,660,Ken Hill 1,,,,Euthanased 20/08/24 after being found on back in aviary.,,Feathers taken 12/08/24,,Feathers already taken,Euthanised,,
2024,10,17,04/07/2024,17-3,Early morn,White30,,,5,,47.1,,,,,12/08/2024,40,660,,TL,Yes,,Female,28/08/2024,,800,Ken Hill 1,04/09/2024,62,,,,Feathers taken 12/08/24,,Feathers already taken,,,
2024,10,17,04/07/2024,17-1,08:00:00,Yellow27,,,6.8,,47.4,,,,,12/08/2024,40,620,,TV,No,,Female,28/08/2024,,600,Ken Hill 1,04/09/2024,62,,,Very bent toes,Feathers taken 12/08/24,,Feathers already taken,,,
2024,10,17,04/07/2024,17-2,13:00:00,Red30,,,5.1,,45.5,,,,,12/08/2024,40,530,,TP,No,,Male,28/08/2024,,600,Ken Hill 1,04/09/2024,62,,,,Feathers taken 12/08/24,,Feathers already taken,,,
2025,,1,24/05/2025,1/3,13:30:00,Light Blue 1,,,5.9,,60.3,30/05/2025,,,1,27/06/2025,34,630,,UJ,Yes,,Female,08/07/2025,45,720,Sandringham,23/07/2025,60,,Didn't get weight.,External pip 23rd May,Pot. female,,,Released,Edwina,Leeming
2025,,1,25/05/2025,1/2,Overnight,Yellow 1,,,6.8,,59.1,30/05/2025,,,1,27/06/2025,33,470,,9X,No,,Male,08/07/2025,44,560,Ken Hill 1,23/07/2025,59,570,,External pip 22nd May,Slight bumble foot,,,Released,Earl,Leeming
2025,,5,25/05/2025,5/3,Overnight,Red 1,,,5.7,,55.2,30/05/2025,,,1,27/06/2025,33,470,,UC,Yes,,Male,08/07/2025,44,620,Ken Hill 1,23/07/2025,59,560,,External pip 22nd May,Bent right primary 10,,,Released,Eric,Lakenheath
2025,,1,25/05/2025,1/4,Overnight,Black 1,,,9.2,,64,30/05/2025,,,1,27/06/2025,33,500,,9V,No,,Male,08/07/2025,44,550,Ken Hill 1,23/07/2025,59,590,,External pip 23rd May,,,,Released,Edgar,Leeming
2025,,11,26/05/2025,11/2,19:00:00,White 1,,,7.6,,56.4,31/05/2025,79.1,,1,27/06/2025,32,570,,UN,Yes,,Female,08/07/2025,43,700,Sandringham,23/07/2025,58,670,,External pip 23th May,,,,Released,Eden,Coningsby
2025,,11,27/05/2025,11/1,Overnight,Pink 1,,,7.3,,54.4,31/05/2025,67.8,,1,27/06/2025,31,630,,9T,Yes,,Female,08/07/2025,42,700,Ken Hill 1,23/07/2025,57,680,,External pip 24th May,Pot. Female,,,Released,Edith,Coningsby
2025,,11,27/05/2025,11/3,08:00:00,Orange 1,,,6.9,,56.1,31/05/2025,77.1,,1,27/06/2025,31,560,,9N,Yes,,Male,08/07/2025,42,670,Sandringham,23/07/2025,57,540,,External pip 23rd May - assisted hatch,,,,Released,Ernie,Coningsby
2025,,2,27/05/2025,2/4,11:00:00,Green 1,,,5.9,,54.7,31/05/2025,64,,1,27/06/2025,31,510,,UT,Yes,,Female,08/07/2025,42,630,Ken Hill 1,23/07/2025,57,630,,External pip 25th May,,,,Released,Elizabeth,Barkston
2025,,11,27/05/2025,11/4,12:30:00,Grey 1,,,7.2,,50.5,02/06/2025,95.5,,1,27/06/2025,31,530,,KY,No,,Male,08/07/2025,42,580,Ken Hill 1,23/07/2025,57,580,,External pip 25th May,,,,Released,Edmund,Coningsby
2025,,2,27/05/2025,2/2,13:00:00,No ring,,,5.8,,57.7,02/06/2025,92.1,,2,27/06/2025,31,540,,KX,Yes,,Female,08/07/2025,42,670,Sandringham,23/07/2025,57,640,,"Wryneck hatch - splayed legs, braced neck overnight",Slight bumble foot,,,Released,Elfreda,Barkston
2025,,2,27/05/2025,2/3,22:15:00,Yellow 2,,,4.6,,54.2,02/06/2025,78.8,,1,27/06/2025,31,470,,UP,Yes,,Male,08/07/2025,42,600,Ken Hill 1,23/07/2025,57,610,,External pip 25th May,,,,Released,Edward,Barkston
2025,,2,27/05/2025,2/1,Overnight,White 2,,,5.6,,56.8,02/06/2025,87,,1,27/06/2025,31,480,,UE,No,,Male,08/07/2025,42,550,Ken Hill 1,23/07/2025,57,540,,,,,,Released,Edris,Barkston
2025,,15,28/05/2025,15/2,Overnight,Brown 1,,,5.1,,60,02/06/2025,84.5,,2,27/06/2025,30,410,,9Y,No,,Male,08/07/2025,41,500,Sandringham,23/07/2025,56,,,,Pot. Male,,,Released,Evan,Wittering
2025,,15,28/05/2025,15/1,Overnight,Light Blue 2,,,5.6,,54.2,02/06/2025,78.2,,2,27/06/2025,30,480,,UL,No,,Female,08/07/2025,41,530,Sandringham,23/07/2025,56,,,,,,,Released,Eirian,Wittering
2025,,15,28/05/2025,15/4,09:00:00,Black 2,,,7.8,,56.8,03/06/2025,81,,2,27/06/2025,30,440,,9P,No,,Male,08/07/2025,41,550,Sandringham,23/07/2025,56,,,,Pot. male,,In pin,Released,Elmer,Wittering
2025,,14,28/05/2025,14/4,12:00:00,Red 2,,,6.7,,53.3,04/06/2025,88.4,,3,27/06/2025,30,290,FJ84878,VK,No,,Male,25/07/2025,58,690,Sandringham,30/07/2025,63,,,,Slight bumble foot,,"bcs 2, slight old scrape on top of bill",Released,Elton,Fairford
2025,,10,28/05/2025,10/2,16:30:00,Grey 2,,,7.8,,57.1,03/06/2025,75.5,,2,27/06/2025,30,460,,UK,No,,Female,08/07/2025,41,530,Sandringham,23/07/2025,56,,,,,,"Slightly bent lower mandible, in pin",Released,Ezme,Marham
2025,,14,28/05/2025,14/1,14:00:00,Pink 2,,,6.1,,52.8,03/06/2025,89.6,,2,27/06/2025,30,460,,TX,Yes,,Female,08/07/2025,41,680,Sandringham,23/07/2025,56,630,,,Slight bumble foot,,Slightly in pin,Released,Evelyn,Fairford
2025,,15,28/05/2025,15/3,16:30:00,Green 2,,,6.5,,,03/06/2025,75.5,,2,27/06/2025,30,460,,UU,No,,Male,08/07/2025,41,570,Sandringham,23/07/2025,56,,,,Slight bumble foot on right foot,,"F10 cream on bill, due to scrape",Released,Emrys,Wittering
2025,,14,29/05/2025,14/3,Overnight,Red 10,,,6.4,,52.5,03/06/2025,79.2,,2,27/06/2025,29,450,,TY,No,,Female,,,,,,,,,,,,Euthanised - broken beak,Euthanised,,Fairford
2025,,10,29/05/2025,10/4,Overnight,Green 10,,,6.3,,57.3,04/06/2025,92.7,,3,27/06/2025,29,410,FJ84880,VL,No,,Male,25/07/2025,57,590,Sandringham,30/07/2025,62,,,,,,"bcs 4, slight thickening on both toes",Released,Euan,Marham
2025,,4,29/05/2025,4/2,Overnight,Light Blue 10,,,5.6,,57.3,04/06/2025,84.7,,3,27/06/2025,29,470,FJ84873,UV,No,,Female,25/07/2025,57,630,Sandringham,30/07/2025,62,,,,Slight thickening of right foot,,"bcs 2, slight old damage to upper and lower mandible",Released,Elodie,Barkston
2025,,3,29/05/2025,3/1,Overnight,Orange 10,,,5.9,,58.1,03/06/2025,87.4,,2,27/06/2025,29,600,,9U,No,,Female,08/07/2025,40,670,,,,,,,,,Euthanised - broken foot,Euthanised,,Barkston
2025,,10,29/05/2025,10/3,Overnight,Black 10,,,5.1,,52.3,03/06/2025,73.8,,2,27/06/2025,29,530,,UA,Yes,,Female,08/07/2025,40,650,Sandringham,23/07/2025,55,680,Very jumpy inbox,,,"Required assistance after attempting to eat plantain head with approx. 3"" of stalk still attached",,Released,Edie,Marham
2025,,4,29/05/2025,4/3,Overnight,White 10,,,7.9,,51.9,03/06/2025,73.2,,2,27/06/2025,29,400,,UH,No,,Male,08/07/2025,40,520,Sandringham,23/07/2025,55,,,Interally pipped 25th May,,,In pin,Released,Enzo,Barkston
2025,,8,29/05/2025,8/3,11:20:00,Yellow 10,,,5,,50,04/06/2025,78.6,,3,27/06/2025,29,490,FJ84877,VC,No,,Male,25/07/2025,57,550,Ken Hill 1,30/07/2025,62,,,,Thickening on left foot,,bcs 2,Released,Einstein,Topcliffe
2025,,14,29/05/2025,14/2,14:30:00,Pink 10,,,5.8,,51.8,05/06/2025,81,,3,27/06/2025,29,420,FJ84876,VA,No,,Female,25/07/2025,57,800,Ken Hill 1,30/07/2025,62,,,,,,bcs 4,Released,Elinor,Fairford
2025,,10,29/05/2025,10/1,16:30:00,Red 3,,,7.3,,56.3,04/06/2025,84.6,,3,27/06/2025,29,530,FJ84875,VE,No,,Male,25/07/2025,57,650,Sandringham,30/07/2025,62,,,,,,bcs 2,Released,Ernest,Marham
2025,,3,29/05/2025,3/3,22:00:00,Green 3,,,7.9,,53,04/06/2025,87.9,,3,27/06/2025,29,430,FJ84874,UX,No,,Male,25/07/2025,57,630,Sandringham,30/07/2025,62,,,,Pot. Male - Slight thickening of right foot,,"bcs 3, slight growth deformity on 1st primary both wings",Released,Edison,Barkston
2025,,4,30/05/2025,4/1,08:00:00,Green 4,,,6.3,,51.1,05/06/2025,71,,3,27/06/2025,28,380,FJ84882,VJ,No,,Male,25/07/2025,56,540,Sandringham,30/07/2025,61,,,,Thickening on feet,,"bcs 2, healed but recent abrasion to top of bill",Released,Elijah,Barkston
2025,,8,30/05/2025,8/2,14:00:00,Light blue 3,,,5.1,,53.7,05/06/2025,83.5,,3,27/06/2025,28,420,FJ84881,VH,No,,Male,25/07/2025,56,530,Sandringham,30/07/2025,61,,,,"Slight bumble foot, noted to be limping after flagging",,"bcs 3, noted to be panting slightly",Released,Eugene,Topcliffe
2025,,8,31/05/2025,8/1,Overnight,Black 3,,,4,,51.9,06/06/2025,65.7,,4,03/07/2025,33,420,FJ84892,2E,No,,Female,25/07/2025,55,610,Ken Hill 1,30/07/2025,60,,,External pip 29th May,Slight thickening on left foot,,bcs 2,Released,Estella,Topcliffe
2025,,7,31/05/2025,7/4,10:00:00,White 3,,,6.1,,61.9,05/06/2025,85,,4,03/07/2025,33,510,FJ84889,VY,No,,Male,25/07/2025,55,590,Ken Hill 1,30/07/2025,60,,,External pip 29th May - Taped toes,,,bcs 3,Released,Egbert,Topcliffe
2025,,6,31/05/2025,6/3,13:20:00,Orange 2,,,6.7,,51.8,06/06/2025,74.7,,4,03/07/2025,33,500,FJ84884,VP,No,,Female,25/07/2025,55,730,Sandringham,30/07/2025,60,,,External pip 29th May,Slight thickening on left foot,,"bcs 4, abrasion of top of bill",Released,Enid,Leeming
2025,,7,31/05/2025,7/1,13:30:00,Pink 3,,,7.6,,60.7,05/06/2025,76.1,,3,27/06/2025,27,490,FJ84875,UY,No,,Male,25/07/2025,55,570,Sandringham,30/07/2025,60,,,External pip 29th May,Pot. Male - Slight thickening on feet,,bcs 3,Released,Ebenezer,Topcliffe
2025,,6,31/05/2025,6/2,15:10:00,Yellow 3,,,8.1,,56.5,06/06/2025,96.4,,4,03/07/2025,33,550,FJ84886,VU,No,,Male,25/07/2025,55,560,Sandringham,30/07/2025,60,,,External pip 29th May,Slight thickening on right middle toe,,bcs 3,Released,Ennis,Leeming
2025,,6,31/05/2025,6/4,16:10:00,Red 4,,,7,,61.7,05/06/2025,75.8,,4,03/07/2025,33,530,FJ84891,0J,No,,Female,25/07/2025,55,700,Sandringham,30/07/2025,60,,,External pip 29th May - Taped toes,,,"bcs 3, slight abrasion on underside of bill",Released,Emma,Leeming
2025,,7,31/05/2025,7/3,18:30:00,Orange 3,,,7.4,,57.8,06/06/2025,78,,4,03/07/2025,33,490,FJ84883,VN,Yes,,Male,25/07/2025,55,620,Ken Hill 1,30/07/2025,60,,,Interally pipped 29th May,Slight thickening on right foot,,bcs 3,Released,Elliot,Topcliffe
2025,,6,01/06/2025,6/1,Overnight,Pink 4,,,4.5,,50.8,06/06/2025,78,,4,03/07/2025,32,510,FJ84887,V V,No,,Female,25/07/2025,54,570,Sandringham,30/07/2025,59,,,External pip 29th May,Slight thickening on middle toe,,"bcs 2, old abrasion on top of bill (healed)",Released,Ethel,Leeming
2025,,7,01/06/2025,7/2,10:00:00,Green 5,,,4.8,,59,06/06/2025,81.1,,4,03/07/2025,32,490,FJ84893,3K,No,,Female,25/07/2025,54,760,Ken Hill 1,30/07/2025,59,,,Internally pipped 29th May,Slight thickening on toes of both feet,"Required assistance after attempting to eat plantain head with approx. 4"" of stalk still attached","bcs 3, feathers taken for sexing",Released,Emilie,Topcliffe
2025,,12,02/06/2025,12/1,19:00:00,Yellow 4,,,5.1,,53,10/06/2025,112.4,,4,03/07/2025,31,460,FJ84885,VT,No,,Female,25/07/2025,53,670,Sandringham,30/07/2025,58,,,,Slim,,"bcs 3, slight thickening on right foot, slight abrasion on tip of bill (minor)",Released,Elsa,Mildenhall
2025,,12,03/06/2025,12/3,06:00:00,Black 4,,,5.6,,53.4,10/06/2025,98.2,,4,03/07/2025,30,460,FJ84890,0H,No,,Male,25/07/2025,52,540,Sandringham,30/07/2025,57,,,,,,"bcs 2, subjued and sat in corner when caught, mint green poo noted at cloaca",Released,Eddie,Mildenhall
2025,,12,03/06/2025,12/2,09:15:00,Light Blue 5,,,4.3,,49.5,10/06/2025,93.3,,4,03/07/2025,30,540,FJ84888,VX,Removed_before_release,,Female,25/07/2025,52,750,Ken Hill 1,30/07/2025,57,,Tag removed as hadn't checkedin with network,External pip 1st June,"Slight twist in left leg,",,bcs 2,Released,Eilish,Mildenhall
2025,,9,04/06/2025,9/2,14:00:00,Orange 4,,,5.1,,45.4,11/06/2025,80,,1,08/07/2025,34,530,FJ84897,2J,Yes,,Female,01/08/2025,58,710,Sandringham,06/08/2025,63,,,,,,,Released,Erin,Barkston
2025,,9,04/06/2025,9/1,Overnight,no ring,,,3.9,,,13/06/2025,77.3,,1,08/07/2025,34,510,FJ84900,3H,Yes,,Female,01/08/2025,58,630,Sandringham,06/08/2025,63,,,"Distended yolk stack, vet assisted treatment",Secondary 1 stunted feather on both wings,held back - ligature on distension,Feathers through as normal,Released,Effie,Barkston
2025,,13,05/06/2025,13/4,Overnight,Red 5,,,4.5,,50.4,10/06/2025,63.5,,1,08/07/2025,33,400,FJ84895,4H,No,,Male,01/08/2025,57,410,Sandringham,06/08/2025,62,,,,,,,Released,Everett,Leeming
2025,,13,05/06/2025,13/1,Overnight,Pink 5,,,5.2,,49.2,10/06/2025,62.1,,1,08/07/2025,33,450,FJ84899,5V,No,,Male,01/08/2025,57,600,Sandringham,06/08/2025,62,,extra weight 480g 25/07,,"1 barred feather, missing primarys, flagged 25/07-primaries short but grown through",,Scraped bill,Released,Ewok,Leeming
2025,,13,05/06/2025,13/2,09:00:00,Yellow 5,,,6.8,,52,10/06/2025,,,1,08/07/2025,33,420,FJ84898,3A,No,,Male,01/08/2025,57,500,Sandringham,06/08/2025,62,,,,,,,Released,Ezra,Leeming
2025,,13,07/06/2025,13/3,07:00:00,Green 8,,,5.8,,50.9,13/06/2025,92.6,,1,08/07/2025,31,470,FJ76821,5E,No,,Female,01/08/2025,55,560,Sandringham,06/08/2025,60,,,,,,,Released,Esther,Leeming
2025,,19,14/06/2025,19/2,overnight,Black 5,,,4.6,,51.9,,,,1,08/07/2025,24,370,FJ84896,5X,No,,Male,15/08/2025,62,570,Ken Hill 1,21/08/2025,68,,extra weight 510g 25/07,,"Returned to polytunnel, too small to flag - blisters, 25/07 feathers growing through slowly",,"bcs 2, wings look good, p9 right wing slightly blistered and short",Released,Eeyore,Barkston
2025,,19,14/06/2025,19/1,11:00:00,White 7,,,8.6,,58.8,,,,1,08/07/2025,24,440,FJ84894,8K,No,,Male,15/08/2025,62,560,Ken Hill 1,,,,extra weight 500g 25/07. flight pen 1,,"Returned to polytunnel, too small to flag - blisters, 25/07 feathers growing through slowly","Returned to Deepdale, due to ill health. Passed away AM 20/08","bcs 2, wings look good",Died,Elmo,Barkston
2025,,18,24/06/2025,18/2,07:00:00,Light Blue 4,,,5.8,,56.7,,,,2-4,01/08/2025,38,540,FJ76825,JP,No,,Female,15/08/2025,52,630,Ken Hill 1,21/08/2025,58,,Flight pen 2-4,,"bcs 2, black dots noted in back of throat",,"bcs 3, no black spots",Released,Emerald,Cranwell
2025,,18,24/06/2025,18/1,13:30:00,Orange 5,,,5.7,,50.7,,,,2-4,01/08/2025,38,480,FJ76828,KA,No,,Male,15/08/2025,52,510,Ken Hill 1,21/08/2025,58,,Flight pen 2-4,,"bcs 2, slight thickening on middle toe right foot",,"bcs 2, small structured bird",Released,Ellis,Cranwell
2025,,18,25/06/2025,18/3,08:21:00,Brown 2,,,6.5,,49.3,,,,2-4,01/08/2025,37,400,FJ76827,JT,Yes,,Female,15/08/2025,51,570,Ken Hill 1,21/08/2025,57,,Flight pen 2-4,,bcs 2,,bcs 2,Released,Ember,Cranwell
2025,,17,25/06/2025,17/1,11:15:00,Yellow 7,,,6.8,,58.6,,,,2-4,01/08/2025,37,520,FJ76823,9C,Yes,,Female,15/08/2025,51,630,Ken Hill 1,21/08/2025,57,,Flight pen 2-4,,bcs 2,,bcs 2,Released,Ebony,Benson
2025,,17,26/06/2025,17/2,Overnight,Pink 7,,,4.7,,56.5,,,,2-4,01/08/2025,36,520,FJ76824,JJ,No,,Male,15/08/2025,50,620,Ken Hill 1,21/08/2025,56,,Flight pen 2-4,,"Both legs bent, but strong, bcs 1.5",,bcs 3,Released,Ethan,Benson
2025,,17,26/06/2025,17/3,08:00:00,Red 7,,,6,,60.5,,,,2-4,01/08/2025,36,530,FJ76829,KJ,No,,Female,15/08/2025,50,640,Ken Hill 1,21/08/2025,56,,Flight pen 2-4,,bcs 2,,"bcs 2, small abrasion on top mandible",Released,Edna,Benson
2025,,17,26/06/2025,17/4,11:00:00,Green 7,,,5.6,,55.4,,,,2-4,01/08/2025,36,530,FJ76826,JX,No,,Male,15/08/2025,50,580,Ken Hill 1,21/08/2025,56,,Flight pen 2-4,,"Slight bend in both legs, bcs 2",,"bcs 2, fault bar is right wing tertiaries",Released,Elvis,Benson
2025,,18,26/06/2025,18/4,11:00:00,Black 7,,,4.8,,49.1,,,,2-4,01/08/2025,36,510,FJ76822,8P,No,,Female,15/08/2025,50,600,Ken Hill 1,21/08/2025,56,,Flight pen 2-4,,"Left leg is bent, bcs2",,"bcs 1.5, left leg still bent, right fine, p1 short on both wings",Released,Eileen,Cranwell
